"What is Carr’s main argument about information technology? Is it true then, and is it true now?","Carr argued that IT has become a commodity like electricity and thus offers no strategic differentiation; firms should manage it for cost, reliability and risk reduction. It was partly true then as basic IT became ubiquitous, but leading companies still derive advantage by innovating with emerging technologies, so IT can still be a differentiator when leveraged strategically.",FIT152 - Topic 1: Study Questions (Chapter 1 - Pham PR) (PR),
List seven key activities in software engineering.,Planning - Analysis - Design - Programming - Implementation - Testing - Verification and Validation,FIT152 - Topic 1: Software Engineering Activities (PR),
Define the planning activity.,"Planning is the initial phase where project scope is defined, objectives are set, resources and timelines are estimated, and risks are assessed to create a project plan.",FIT152 - Topic 1: Software Engineering Activities (PR),
What does analysis involve?,Analysis involves gathering and documenting functional and non-functional requirements from stakeholders to understand what the software must do and the constraints it must meet.,FIT152 - Topic 1: Software Engineering Activities (PR),
Explain the design activity.,"Design translates requirements into an architecture and detailed specifications, defining modules, data structures, user interfaces and interactions before coding begins.",FIT152 - Topic 1: Software Engineering Activities (PR),
Define programming in this context.,Programming (coding) is the process of writing source code in one or more programming languages to implement the specified design.,FIT152 - Topic 1: Software Engineering Activities (PR),
What is implementation?,"Implementation involves integrating code modules, configuring environments and deploying the software to a target system for initial use.",FIT152 - Topic 1: Software Engineering Activities (PR),
Describe testing.,"Testing executes the software under controlled conditions to detect defects, verify functionality against requirements and ensure quality before release.",FIT152 - Topic 1: Software Engineering Activities (PR),
Explain verification and validation.,"Verification and Validation (V&V) confirm that the software correctly implements its requirements (verification) and meets the user’s needs (validation) through reviews, inspections and acceptance testing.",FIT152 - Topic 1: Software Engineering Activities (PR),
Define the Systems Development Life Cycle (SDLC).,"The Systems Development Life Cycle (SDLC) is a structured process for developing information systems in a systematic, disciplined and quantifiable manner, from initial feasibility through maintenance. SDLC",FIT152 - Topic 1: Systems Development Life Cycle (SDLC) (PR),
List the six standard phases of the SDLC.,Planning - Analysis - Design - Implementation - Testing - Maintenance SDLC,FIT152 - Topic 1: Systems Development Life Cycle (SDLC) (PR),
Explain the maintenance phase.,"Maintenance involves correcting issues discovered in production, making enhancements and ensuring the system remains reliable and up-to-date over its operational life. SDLC",FIT152 - Topic 1: Systems Development Life Cycle (SDLC) (PR),
How does the SDLC differ from agile methodologies?,"Traditional SDLC is linear and phase-based with formal handoffs, whereas agile methodologies are iterative and incremental, delivering working software in short cycles and embracing change throughout development.",FIT152 - Topic 1: Systems Development Life Cycle (SDLC) (PR),
Explain how Cognitive Science draws on Philosophy.,"Philosophy contributes theories of mind, knowledge and consciousness, providing conceptual frameworks (for example dualism, functionalism) and logical analysis of mental concepts that underpin cognitive models.",FIT152 - Topic 1: Cognitive Science and Its Interdisciplinary Foundations (PR),
Explain how Cognitive Science draws on Linguistics.,"Linguistics offers insights into the structure, semantics and pragmatics of language, informing models of language acquisition, comprehension and production in cognitive architectures.",FIT152 - Topic 1: Cognitive Science and Its Interdisciplinary Foundations (PR),
Explain how Cognitive Science draws on Psychology.,"Psychology provides empirical methods and experimental data on perception, memory, learning, attention and decision making, grounding cognitive theories in observable behavior and mental processes.",FIT152 - Topic 1: Cognitive Science and Its Interdisciplinary Foundations (PR),
Explain how Cognitive Science draws on Anthropology.,"Anthropology examines cultural and social influences on cognition, offering cross-cultural perspectives on language use, problem solving, categorization and the role of culture in shaping thought processes.",FIT152 - Topic 1: Cognitive Science and Its Interdisciplinary Foundations (PR),
Explain how Cognitive Science draws on Artificial Intelligence.,"Artificial Intelligence contributes computational models and algorithms (for example neural networks, symbolic reasoning) that simulate cognitive processes, enabling hypothesis testing and the development of intelligent agents.",FIT152 - Topic 1: Cognitive Science and Its Interdisciplinary Foundations (PR),
Explain how Cognitive Science draws on Neuroscience.,"Neuroscience reveals the biological substrates of cognition by mapping brain structures and functions, providing data on neural mechanisms of perception, memory, emotion and learning that constrain and validate cognitive theories.",FIT152 - Topic 1: Cognitive Science and Its Interdisciplinary Foundations (PR),
Define the role and primary tasks of a computer engineer.,"A computer engineer manages and designs computer hardware and software. - They create system architectures and select components - They integrate hardware and software to meet project requirements - They ensure all systems are stable, reliable and performant",FIT152 - Topic 1: Computer Engineering Role Overview (PR),
Outline the typical educational background required for a computer engineer.,"A computer engineer typically holds a bachelor’s degree in Computer Engineering, Computer Science or a related field that provides foundational knowledge in electronics, programming and system design",FIT152 - Topic 1: Computer Engineering Role Overview (PR),
List key skills needed for a computer engineer.,"A computer engineer needs: - Proficiency in computer operation and troubleshooting - Experience working with hardware components such as CPUs, memory and circuit boards - Knowledge of programming languages to write and test firmware or system software",FIT152 - Topic 1: Computer Engineering Role Overview (PR),
"Compare the salary ranges for computer engineers at junior, average and top levels.",Junior level: around USD 50 000 per year - Average level: around USD 75 000 per year - Top level: up to USD 122 000 per year,FIT152 - Topic 1: Computer Engineering Role Overview (PR),
Explain why system stability is critical in computer engineering.,System stability ensures continuous operation without failures. - It prevents data loss and downtime - It maintains performance under load - It upholds user confidence and meets service-level requirements,FIT152 - Topic 1: Computer Engineering Role Overview (PR),
"Differentiate among laptops, tablets, desktops, and servers.","Laptop: portable personal computer with integrated screen and keyboard, runs on battery or power supply - Tablet: portable touch-screen computer, smaller than laptop, longer battery life - Desktop: stationary personal computer with separate display and tower or all-in-one housing display and components - Server: dedicated computer providing services (for example file storage, applications) to other networked devices",FIT152 - Topic 2: Today’s Technologies  (PR),
"Describe the purpose and uses of smartphones, digital cameras, portable media players, e-book readers, wearable and game devices.","Smartphone: handheld device for calls, email, web, apps and multimedia - Digital camera: captures and stores photos (and often video), may include GPS tagging - Portable media player: stores and plays music, video and photos - E-book reader: portable device for reading digital books and publications - Wearable device: (for example activity tracker, smartwatch) monitors health and connects to mobile device - Game devices: consoles or handhelds for interactive gaming",FIT152 - Topic 2: Today’s Technologies  (PR),
Explain the relationship between data and information.,"Data: unprocessed facts (for example numbers, text, images) - Information: processed, organized data that conveys meaning and supports decision making",FIT152 - Topic 2: Today’s Technologies  (PR),
"List common input, output, and storage options in modern computing.","Input: keyboards, pointing devices (for example mouse, touchpad), touch and voice input, scanners, webcams - Output: printers, displays (for example monitors, touch screens), speakers - Storage: hard disk drives, solid-state drives, USB flash drives, memory cards, optical discs, cloud storage",FIT152 - Topic 2: Today’s Technologies  (PR),
"Differentiate the web from the Internet and explain webpages, websites, and web servers.",Internet: global network of interconnected computers and devices using TCP/IP - World Wide Web: service on the Internet using HTTP to access hypertext documents - Webpage: single document on the web - Website: collection of related webpages - Web server: computer that stores webpages and responds to HTTP requests from browsers,FIT152 - Topic 2: Today’s Technologies  (PR),
"Explain the purpose of a browser, a search engine, and an online social network.","Browser: application for retrieving and displaying webpages (for example Chrome, Firefox) - Search engine: web service for locating information by keywords (for example Google, Bing) - Online social network: platform for users to connect, share content, and communicate (for example Facebook, Twitter)",FIT152 - Topic 2: Today’s Technologies  (PR),
"Briefly describe digital security risks associated with malware, privacy, health, and the environment.","Malware: viruses, spyware that can damage data and systems - Privacy: unauthorized data collection or identity theft - Health: ergonomic injuries from device overuse or blue-light exposure - Environment: electronic waste and energy consumption",FIT152 - Topic 2: Today’s Technologies  (PR),
Differentiate between an operating system and application software.,"Operating system: system software managing hardware and providing platform services (for example Windows, macOS, Linux) - Application software: programs for user-driven tasks (for example word processor, spreadsheet, browser)",FIT152 - Topic 2: Today’s Technologies  (PR),
Differentiate between wired and wireless network technologies and why individuals and businesses use networks.,"Wired: uses cables (for example Ethernet, fiber-optic) for reliable high-speed connections - Wireless: uses radio signals (for example Wi-Fi, Bluetooth, cellular) for mobility and convenience - Networks allow resource sharing (for example printers, files), communications (for example email, VoIP), centralized management and Internet access",FIT152 - Topic 2: Today’s Technologies  (PR),
"Discuss how society uses technology in at least three sectors such as education, government, finance, retail, and health care.","Education: digital classrooms, virtual field trips, interactive whiteboards and learning management systems - Government: online services (for example tax filing, permits), emergency dispatch, law enforcement databases - Finance: online banking, investing, personal finance apps - Retail: e-commerce storefronts, mobile payments, shopping-assistant apps - Health care: electronic medical records, remote monitoring, surgical robotics",FIT152 - Topic 2: Today’s Technologies  (PR),
"Identify technology used by home, small/home office, mobile, power, and enterprise users.","Home user: PC or mobile device, multimedia apps, home network router - Small/home office user: desktop or laptop, accounting software, shared printer, small server - Mobile user: smartphone or tablet, navigation and productivity apps, cellular data - Power user: high-performance desktop, CAD or video-editing software - Enterprise user: networked workstations, enterprise resource planning and collaboration tools",FIT152 - Topic 2: Today’s Technologies  (PR),
Explain why the introduction of the personal computer in 1975 was significant.,"It made computing accessible to individuals rather than only large companies - It spurred new industries, companies and wealth creation - It shifted organizational power toward product creators and developers",FIT152 - Topic 2: History and Development of Personal Computers  (PR),
List three prerequisite discoveries or inventions that enabled modern computers.,The decimal and binary mathematical systems including Boolean algebra - The eighteenth-century discovery and nineteenth-century application of electricity - Early automatic calculators and Jacquard’s punched-card loom,FIT152 - Topic 2: History and Development of Personal Computers  (PR),
Describe Charles Babbage’s contributions to computer development.,Designed the Difference Engine to calculate and print math tables - Proposed the Analytical Engine using punched cards for complex calculations - Laid theoretical foundations for programmable machines,FIT152 - Topic 2: History and Development of Personal Computers  (PR),
Discuss Herman Hollerith’s impact on the computing industry.,"Invented the punched-card tabulating machine for the 1890 US Census - Founded the Tabulating Machine Company, later part of IBM - His machines automated large-scale data processing and launched the US computer business",FIT152 - Topic 2: History and Development of Personal Computers  (PR),
Compare ENIAC and UNIVAC in terms of their roles in computer history.,"ENIAC (1939): first general-purpose electronic digital computer using vacuum tubes, foundational research prototype - UNIVAC (1951): first commercially available computer by Remington Rand, practical business application",FIT152 - Topic 2: History and Development of Personal Computers  (PR),
Explain how the invention of the transistor in 1947 revolutionized computer hardware.,"Replaced bulky, fragile vacuum tubes with solid-state devices - Enabled miniaturization, lower power consumption and greater reliability - Paved the way for transistorized mainframes and eventual development of microprocessors",FIT152 - Topic 2: History and Development of Personal Computers  (PR),
Define integrated circuit and its advantage over discrete transistors.,"Integrated circuit: tiny silicon chip containing multiple electronic circuits - Linked transistors, resistors and capacitors on one substrate - Provided further miniaturization, lower cost and higher performance than individual transistor assemblies",FIT152 - Topic 2: History and Development of Personal Computers  (PR),
Describe the transition from mainframes to personal computers in terms of hardware evolution.,"Mainframes relied on vacuum tubes and later transistors, required specialized facilities - Transistor and integrated circuit developments shrank component size - Microprocessors emerged in early 1970s, combining CPU and memory functions on a chip, enabling affordable desktop machines",FIT152 - Topic 2: History and Development of Personal Computers  (PR),
Discuss Ada Byron’s role in early programming and its relevance today.,Developed theoretical algorithms for Babbage’s Analytical Engine - Recognized as the first computer programmer - Her approach foreshadowed modern high-level programming and software abstraction,FIT152 - Topic 2: History and Development of Personal Computers  (PR),
Explain the significance of the BASIC programming language.,"First modern, easy-to-learn language accessible to non-experts - Standardized software development across early personal computers - Laid groundwork for more complex languages and the software industry",FIT152 - Topic 2: History and Development of Personal Computers  (PR),
Outline how Microsoft Corporation contributed to personal computer software.,"Founded in 1976 by Bill Gates to provide BASIC interpreters for early microcomputers - Expanded into operating systems with MS-DOS and Windows - Became a software industry leader, delivering applications and development platforms",FIT152 - Topic 2: History and Development of Personal Computers  (PR),
Evaluate the societal impact of widespread personal computer and network adoption.,"Transformed communication, business operations, education, and entertainment - Enabled global information sharing through networks and the Internet - Created new career paths and wealth opportunities while reshaping language and power structures",FIT152 - Topic 2: History and Development of Personal Computers  (PR),
Explain why the personal computer (PC) introduced in 1975 was a watershed in computing history.,"The PC made computing accessible to individuals rather than only large organizations. It was small enough to fit on a desk, affordable, programmable by one person at a time, and transportable. Its arrival spawned new industries, companies and wealth creation, and shifted power toward product creators and developers.",FIT152 - Topic 2: History and Impact of Personal Computers (PR),
List five key intellectual or technological prerequisites for building modern computers.,Decimal and binary mathematical systems including Boolean algebra - Eighteenth-century discovery of electricity and nineteenth-century electrical applications - Seventeenth-century automatic calculators using gears - Nineteenth-century punched-card control (Jacquard loom) - Analytical Engine concept by Charles Babbage integrating punched-card programmability,FIT152 - Topic 2: History and Impact of Personal Computers (PR),
Describe Charles Babbage’s Difference Engine and Analytical Engine and their significance.,"The Difference Engine was a mechanical calculator for generating math tables automatically. The Analytical Engine was a theoretical programmable machine using punched cards for complex calculations. Though never built, both designs introduced the concepts of memory, input/output devices and programmability that underpin modern computers.",FIT152 - Topic 2: History and Impact of Personal Computers (PR),
Discuss Herman Hollerith’s tabulating machine and its role in the rise of the US computer industry.,"Hollerith’s punched-card tabulator automated the 1890 US Census data processing, dramatically reducing labor. He founded the Tabulating Machine Company, which evolved into IBM, establishing the commercial computing industry and demonstrating the business value of automated data handling.",FIT152 - Topic 2: History and Impact of Personal Computers (PR),
"Compare ENIAC and UNIVAC in terms of their purpose, technology and availability.","ENIAC (1943–1944) was the first general-purpose electronic digital computer, built with vacuum tubes for research and military calculations. UNIVAC (1951) was the first commercially available computer, also vacuum-tube-based, sold to businesses and government for data processing. Both required specialized facilities and staff, but UNIVAC marked the transition to practical commercial computing.",FIT152 - Topic 2: History and Impact of Personal Computers (PR),
Explain how the invention of the transistor in 1947 transformed computer design and performance.,"Transistors replaced bulky, fragile vacuum tubes with solid-state switches that were smaller, more reliable, consumed less power and required no warm-up. This miniaturization enabled the shift from room-sized mainframes to transistorized computers, and eventually to microprocessor-based personal computers.",FIT152 - Topic 2: History and Impact of Personal Computers (PR),
"Define integrated circuit and microprocessor, and outline their roles in PC evolution.","An integrated circuit is a silicon chip containing interconnected transistors and components to form complete electronic circuits. A microprocessor is a single chip that integrates the functions of a CPU and memory. Together, they consolidated computing functions onto tiny chips, enabling compact, affordable, mass-market personal computers.",FIT152 - Topic 2: History and Impact of Personal Computers (PR),
"Identify three early personal computers, their creators and their distinguishing features.","Altair 8800 (1975): sold as a kit to hobbyists, used Intel microprocessor and BASIC interpreter - Apple I (1976): assembled single-board computer by Steve Wozniak, marketed by Apple Computer Company - Apple II (1977): plastic-encased, color graphics, built-in BASIC and VisiCalc spreadsheet, first mass-market success",FIT152 - Topic 2: History and Impact of Personal Computers (PR),
Discuss IBM’s entry into the PC market in 1981 and its impact on industry standards.,"IBM’s PC carried the prestige of “Big Blue,” convincing many businesses that PCs were here to stay. Despite lacking a hard disk or graphics, IBM’s open architecture led to widespread cloning (“IBM compatibles”), driving down prices, expanding software ecosystems and cementing the PC standard in corporate and consumer markets.",FIT152 - Topic 2: History and Impact of Personal Computers (PR),
Describe Ada Byron’s contribution to programming and its relevance to modern software development.,"Ada Byron (Countess of Lovelace) wrote theoretical algorithms for Babbage’s Analytical Engine, conceptualizing programs as sequences of instructions. She is recognized as the first programmer, laying the intellectual groundwork for high-level programming and software abstraction.",FIT152 - Topic 2: History and Impact of Personal Computers (PR),
"Outline the evolution from ARPAnet to the modern Internet, including key dates and milestones.","1969: ARPAnet launched by DARPA for resilient research communications - Early 1970s: email becomes primary ARPAnet use - 1973: first international connections to Norway and UK - 1983: ARPAnet split into military and civilian networks; civilian portion renamed the Internet - 1989–1991: Tim Berners-Lee develops World Wide Web at CERN, adding hypertext and multimedia to Internet services",FIT152 - Topic 2: History and Impact of Personal Computers (PR),
"Explain the distinction between the Internet, the World Wide Web and email.","Internet: the physical network of interconnected servers, routers and transmission media using TCP/IP - World Wide Web: a service on the Internet using HTTP/HTTPS to access and link multimedia documents (webpages) - Email: a messaging service operating over the Internet, predating the Web and facilitating digital correspondence",FIT152 - Topic 2: History and Impact of Personal Computers (PR),
Evaluate both positive and negative societal impacts of widespread personal computer adoption.,"Positive: revolutionized industries (government, finance, education, healthcare), enabled global communication, democratized information access, created new jobs and business models. Negative: facilitated fraud, hacking, privacy breaches and cybercrime, necessitating computer security measures and spawning a new field of technical crime prevention.",FIT152 - Topic 2: Information Security Fundamentals (PR),
Define Access in information security and explain how access control works.,"Access is the right of authorized users to use a system, while preventing unauthorized (for example hacker) access. - Access control regulates who may enter and what resources they may use - Mechanisms include authentication (for example passwords, biometrics) and authorization policies (for example role-based permissions)",FIT152 - Topic 2: Information Security Fundamentals (PR),
What is an Asset in information security?,"An Asset is anything of value to an organization that must be protected. - Physical assets: servers, laptops, networking gear - Logical assets: data, applications, websites - Information assets: databases, intellectual property",FIT152 - Topic 2: Information Security Fundamentals (PR),
Define Attack and distinguish active versus passive attacks.,An Attack is any act (intentional or unintentional) that compromises information or systems. - Active attack: alters system resources or affects operations (for example a denial-of-service) - Passive attack: eavesdrops without affecting system resources (for example network sniffing),FIT152 - Topic 2: Information Security Fundamentals (PR),
What is a Vulnerability and how does it relate to attacks?,"A Vulnerability is a weakness or fault in a system that can be exploited to cause harm. - Examples: unpatched software, misconfigured permissions - Attackers exploit vulnerabilities to launch attacks; controlling vulnerabilities reduces risk",FIT152 - Topic 2: Information Security Fundamentals (PR),
Define Threat in the context of information security.,"A Threat is any circumstance or event with potential to harm an asset by exploiting a vulnerability. - Can be natural (for example flood), accidental (for example user error) or malicious (for example hacker)",FIT152 - Topic 2: Information Security Fundamentals (PR),
What is a Control (Countermeasure) and give two examples.,"A Control is an action, device or procedure that reduces vulnerability or mitigates threats. - Examples: firewalls to block unauthorized network traffic - Anti-malware software to detect and remove viruses",FIT152 - Topic 2: Information Security Fundamentals (PR),
Explain the CIA Triad and name its three components.,"The CIA Triad defines the essential characteristics of information security: - Confidentiality: prevention of unauthorized disclosure - Integrity: prevention of unauthorized modification, ensuring data is complete and uncorrupted - Availability: ensuring authorized users can access information when needed",FIT152 - Topic 2: Information Security Fundamentals (PR),
Describe three safeguards to ensure Confidentiality.,"Information classification to assign access levels - Secure document storage (for example locked cabinets, encrypted disks) - End-user education on handling sensitive data",FIT152 - Topic 2: Information Security Fundamentals (PR),
Describe two methods to maintain Integrity.,Checksums and hash functions to detect unauthorized changes - Access controls and versioning to prevent and track modifications,FIT152 - Topic 2: Information Security Fundamentals (PR),
List two strategies to ensure Availability.,Redundant hardware and failover systems - Regular backups and disaster-recovery planning,FIT152 - Topic 2: Information Security Fundamentals (PR),
"Differentiate natural, benign human, and malicious human threats with an example each.","Natural: environmental events (for example fire, flood) - Benign human (unintentional): user error (for example spilling drink on laptop, accidental file deletion) - Malicious human: intentional attack (for example planting a logic bomb to corrupt data)",FIT152 - Topic 2: Information Security Fundamentals (PR),
Define the difference between random and directed malicious attacks.,"Random attack: indiscriminate harm (for example a worm on a public website) - Directed attack: targeted harm to a specific system, organization or individual (for example spear-phishing against a CEO)",FIT152 - Topic 2: Information Security Fundamentals (PR),
Match the following threats to their descriptions: 1. Trojan horse 2. Logic bomb 3. Worm 4. Denial of service (DoS),1. Trojan horse: program appears useful but contains hidden malicious functionality 2. Logic bomb: code triggered when specific condition met 3. Worm: self-replicating program that spreads across systems or networks 4. Denial of service: attack that disrupts or blocks legitimate access to services,FIT152 - Topic 2: Information Security Fundamentals (PR),
What is Information Assurance and how does it extend information security?,"Information Assurance applies policies, standards and controls to ensure that information is accessible, confidential, integral and non-repudiable. - Encompasses business continuity, governance, data recovery and privacy - Confirms that security measures meet organizational objectives",FIT152 - Topic 2: Information Security Fundamentals (PR),
Explain the concept of human fascination with tools and its significance for human–computer interaction. *,"Humans fashion tools not only for functionality but also as extensions of body and mind, imbuing them with aesthetic and cultural value. Early artifacts (for example Paleolithic flint scrapers) demonstrate pride in craftsmanship. This enduring fascination drives the design of interactive technologies that users both rely on and personalize, shaping metaphors (for example “clean slate” from wax tablets) that influence interface design The_Wiley_Handbook_of_H….",FIT152 - Topic 2: Foundations and Evolution of Human–Computer Interaction (PR),
Describe how stored-program computing evolved into organizational adoption in the 1960s–1970s.,"1960s: Stored-program computers became practical, prompting governments, businesses and industries to explore information-technology benefits - 1970s: Developers began tailoring software (for example FORTRAN “Formula TRANslator”) to average users, bridging the gap between machine language and human needs and seeding the field of human–computer interaction The_Wiley_Handbook_of_H….",FIT152 - Topic 2: Foundations and Evolution of Human–Computer Interaction (PR),
Explain the role of telecommunications networks (for example ARPANET) in transforming computers into communication devices.,"Early computers were standalone calculation engines; Licklider and Taylor (1968) envisioned linking humans via computers. ARPANET (1969) implemented packet-switched networking for resilient military research communication. Subsequent protocols and email, chat, file transfer and hypertext (by Tim Berners-Lee) enabled computers to become social platforms, not just data processors The_Wiley_Handbook_of_H….",FIT152 - Topic 2: Foundations and Evolution of Human–Computer Interaction (PR),
Define cognitive ergonomics and discuss its relevance to HCI’s global expansion.,"Cognitive ergonomics focuses on designing systems that match human perceptual, cognitive and decision-making abilities. Originating from ergonomics in the 1940s, it emphasizes user goals and mental processes rather than only technical tool features. This perspective underpins the worldwide adoption of HCI practices that accommodate diverse users—rich or poor, novice or expert—ensuring technology serves human ends safely and effectively The_Wiley_Handbook_of_H….",FIT152 - Topic 2: Foundations and Evolution of Human–Computer Interaction (PR),
Summarize the Wiley Handbook’s vision for the future of HCI and its organizational structure.,"The editors envision HCI’s future as fundamentally social, moving beyond traditional screen-and-keyboard interfaces to ubiquitous, conversational and immersive interactions. Volume 1 covers overarching design principles, processes and evaluation, while Volume 2 addresses specialized interfaces, user communities and application domains. Both volumes combine background, current practices and forward-looking innovations to guide practitioners on designing technology for rich personal and social experiences The_Wiley_Handbook_of_H….",FIT152 - Topic 2: Foundations and Evolution of Human–Computer Interaction (PR),
Discuss why HCI innovation must balance technological possibility with user goals.,"Technologists invent powerful interfaces and modalities, but without understanding user needs and contexts, designs may go unused. Conversely, users may not envision novel uses without exposure to new capabilities. Successful HCI requires dialogue: designers ask “what do you want it to do?” while users explore “how can this technology improve my activities?” This co-creative process drives adoption and meaningful innovation The_Wiley_Handbook_of_H….",FIT152 - Topic 2: Foundations and Evolution of Human–Computer Interaction (PR),
"Explain how social goals underpin modern HCI developments such as VR, AR and location services.","While early HCI centered on text input and data processing, modern interfaces aim to connect people—buying tickets, interacting online, collaborating globally. Immersive technologies (for example VR, AR) and mobile location services enhance shared experiences and social presence. HCI research increasingly focuses on designing these systems to facilitate communication, community and shared activities, reflecting HCI’s evolution from tool-focused to people-focused design The_Wiley_Handbook_of_H….",FIT152 - Topic 2: Foundations and Evolution of Human–Computer Interaction (PR),
"Define data and information, and explain the relationship between them.",Data is a stream of raw facts (for example unprocessed transaction records). Information is data processed in a meaningful context (for example a sales report). Data become information when organized and interpreted to support decision making.,FIT152 - Topic 3: Introduction to Information Systems(PR),
List three characteristics of good information.,#NAME?,FIT152 - Topic 3: Introduction to Information Systems(PR),
"Describe how information can be classified, and name three classification criteria.","Information is classified by usefulness, age and value. - Usefulness: importance for decision making - Age: how current the information is - Value: the benefit or sensitivity (for example public, internal, secret)",FIT152 - Topic 3: Introduction to Information Systems(PR),
"Identify the roles of owner, custodian and end user in information classification.","- Owner: defines policy and classification levels, makes final decisions - Custodian: maintains data (for example backups), protects middle-level (sensitive/secret) information - End user: collects raw data and follows procedures to produce information",FIT152 - Topic 3: Introduction to Information Systems(PR),
Define a system and illustrate its input–process–output model with an example.,A system is a set of related activities arranged to achieve an objective. - Input: data entered (for example ATM PIN) - Processing: operations on data (for example PIN validation and balance check) - Output: result produced (for example cash dispense or error message),FIT152 - Topic 3: Introduction to Information Systems(PR),
What is an Information System (IS)?,"An Information System is a combination of information technology, people and activities that supports management operations and decision making by providing interfaces between people, processes, data and technology to increase productivity and inform decisions.",FIT152 - Topic 3: Introduction to Information Systems(PR),
List and briefly describe the five major components of an Information System.,#NAME?,FIT152 - Topic 3: Introduction to Information Systems(PR),
Explain the differences between system software and application software.,#NAME?,FIT152 - Topic 3: Introduction to Information Systems(PR),
"Outline the evolution of Information Systems from the 1970s to the 2000s, noting one key activity and required skill each decade.","- 1970s: mainframe computing for payroll and inventory; skills in COBOL programming - 1980s: personal computers and local area networks; skills in PC support and basic networking - 1990s: commercialization and World Wide Web adoption, system integration; skills in database administration and network support - 2000s: emphasis on data sharing and system efficiency; skills in system integration and advanced network/database administration",FIT152 - Topic 3: Introduction to Information Systems(PR),
Describe the three dimensions of an Information System and give one example of each.,#NAME?,FIT152 - Topic 3: Introduction to Information Systems(PR),
Define the CIA triad in Information Security and match each to a characteristic of good information.,#NAME?,FIT152 - Topic 3: Introduction to Information Systems(PR),
Explain why “no redundancy” and “validity” are important characteristics of an Information System.,"No redundancy prevents duplicate data that can cause inconsistencies and wasted resources. Validity ensures information is correct and based on facts, so decisions are reliable and traceable to authentic sources.",FIT152 - Topic 3: Study Questions (SA) (Study Guide),
Write your own notes on how computers have changed the way you interact with other humans.,"Computers have transformed human interaction by:
- Enabling real-time communication via email, instant messaging and video calls regardless of distance
- Facilitating social networking platforms for sharing ideas, photos and events instantly
- Supporting collaborative work on documents and projects through cloud-based tools
- Allowing online communities and forums to form around shared interests
- Providing remote education and telemedicine, changing how we learn and access care",FIT152 - Topic 3: Study Questions (SA) (Study Guide),
What is considered to be the most important computing development of the twentieth century?,"The invention of the transistor in 1947 is widely regarded as the most important development. It replaced vacuum tubes, enabling miniaturization, higher reliability and lower power consumption, which paved the way for integrated circuits, microprocessors and ultimately the personal computer.",FIT152 - Topic 3: Study Questions (SA) (Study Guide),
Discuss the CIA triangle.,"CIA Triad/Triangle:
- Confidentiality: ensuring information is accessible only to authorized users
- Integrity: protecting information from unauthorized modification
- Availability: ensuring authorized users have timely and reliable access to information
These three principles form the foundation of information security controls and policies.",FIT152 - Topic 3: Study Questions (SA) (Study Guide),
Make a list of any ten threats to an information system.,"1. Phishing attacks
- 2. Ransomware
- 3. Denial-of-service attacks
- 4. Insider threats (malicious employees)
- 5. Malware (viruses, worms, trojans)
- 6. Data breaches (unauthorized data exposure)
- 7. Man-in-the-middle attacks- 
- 8. Social engineering (pretexting)- 
- 9. SQL injection- 
- 10. Physical theft of devices- ",FIT152 - Topic 3: Study Questions (SA) (Study Guide),
"How big is the Internet today, at the time of your reading this question?","As of 2025, there are over 5.3 billion Internet users worldwide and more than 1.9 billion active websites. Global IP traffic exceeds 150 zettabytes per year, with tens of thousands of new sites launched daily.",FIT152 - Topic 3: Study Questions (SA) (Study Guide),
Define computer hardware and list at least five examples.,"Computer hardware is the tangible, physical components that enable computing devices to function. Examples include:
– Desktop computers
– Laptop computers
– Mobile phones and smartphones
– Tablet computers and e-readers
– Storage devices such as USB flash drives
– Input devices such as keyboards, mice and scanners
– Output devices such as 3D printers and speakers",FIT152 - Topic 3: Hardware and Digital Devices (PR),
Explain the concept of a digital device and its fundamental operating principle,"A digital device is any equipment containing a computer or microcontroller that processes electronic signals representing one (“on”) or zero (“off”). Each “on” or “off” state is a bit (binary digit), and eight bits make a byte. These devices interpret patterns of bits to perform computation and control functions in everything from smartphones and watches to refrigerators and automobiles.",FIT152 - Topic 3: Hardware and Digital Devices (PR),
Describe how bit-width affects a digital device’s performance.,"Bit-width refers to how many bits a processor can handle simultaneously. Early PCs processed 8 bits at once; modern CPUs may process 64 or 128 bits in parallel. A larger bit-width allows more data to be processed per clock cycle, improving overall performance and enabling more complex operations.",FIT152 - Topic 3: Hardware and Digital Devices (PR),
Compare the base-ten (decimal) numbering system to the base-two (binary) system.,"Decimal (base-ten): each digit represents a power of ten (10⁰, 10¹, 10², etc.); for example, 1 0 1 0₁₀  (1×10³)+(0×10²)+(1×10¹)+(0×10⁰)  1010.
– Binary (base-two): each digit represents a power of two (2⁰, 2¹, 2², etc.); for example, 1 0 1 0₂  (1×2³)+(0×2²)+(1×2¹)+(0×2⁰)  8+0+2+0  10₁₀. Computers use binary because electronic circuits easily distinguish two states (on/off).",FIT152 - Topic 3: Hardware and Digital Devices (PR),
